0	2
0	2
0	2
0	2
0	2
0	2
0	2
1	1.97731
14	1.88376
29	1.85075
71	1.80279
212	1.72344
380	1.59042
411	1.44446
335	1.3287
269	1.2549
181	1.21565
148	1.18352
117	1.16091
87	1.15072
71	1.13666
57	1.13352
48	1.12651
29	1.11046
20	1.10384
15	1.10105
12	1.09758
