1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	
2	2	1.99994	1.9993	1.99644	1.98868	1.97396	1.9503	1.91723	1.8746	1.86315	1.85044	1.83722	1.82498	1.81107	1.79682	1.78159	1.76696	1.75249	1.73545	1.72034	1.70446	1.68819	1.67236	1.6056	1.53721	1.46842	1.40125	
3	2	1.99993	1.99903	1.99496	1.984	1.9621	1.92674	1.8755	1.80836	1.79006	1.77001	1.74993	1.72866	1.70664	1.68444	1.6603	1.63742	1.61303	1.5869	1.56328	1.53791	1.51319	1.48754	1.38598	1.28482	1.18723	1.09587	
4	2	1.99992	1.99892	1.99431	1.98192	1.95678	1.91458	1.85217	1.7687	1.74537	1.721	1.69523	1.66944	1.64128	1.61207	1.58332	1.5542	1.52339	1.49239	1.46234	1.43042	1.40081	1.36953	1.24557	1.12863	1.01936	0.921529	
5	2	1.99992	1.99894	1.99414	1.98087	1.95436	1.90787	1.83725	1.74375	1.71669	1.68856	1.6593	1.6283	1.59683	1.56364	1.53029	1.49577	1.46176	1.42592	1.39171	1.35448	1.32129	1.28625	1.14948	1.02384	0.912267	0.81676	
6	2	1.99991	1.99892	1.9939	1.98063	1.95252	1.90401	1.82839	1.72656	1.69751	1.66612	1.63349	1.59875	1.56441	1.52795	1.49139	1.45192	1.41442	1.37519	1.33885	1.29981	1.26206	1.2238	1.081	0.953168	0.841959	0.752211	
7	2	1.99991	1.99885	1.99396	1.98041	1.95187	1.90198	1.8233	1.71472	1.6829	1.64947	1.61444	1.57672	1.53996	1.50077	1.4623	1.41885	1.37927	1.33458	1.29808	1.2563	1.21565	1.17683	1.02889	0.902385	0.795931	0.712288	
8	2	1.99993	1.99889	1.99406	1.98041	1.95161	1.90123	1.82004	1.70505	1.67256	1.63678	1.60001	1.55987	1.52103	1.47915	1.43811	1.39207	1.34973	1.30345	1.26483	1.22177	1.17837	1.13901	0.987507	0.863705	0.764879	0.685366	
9	2	1.99992	1.99884	1.99404	1.98034	1.95131	1.89996	1.81741	1.69889	1.66323	1.62672	1.58806	1.54652	1.50549	1.46175	1.41654	1.37083	1.3254	1.27831	1.23705	1.19155	1.14851	1.10773	0.956546	0.835998	0.742083	0.668949	
10	2	1.99991	1.99888	1.99407	1.98046	1.95091	1.89944	1.81528	1.69385	1.65698	1.61892	1.5787	1.5342	1.49269	1.44677	1.40076	1.35231	1.30581	1.25624	1.21428	1.16762	1.1236	1.08301	0.931802	0.815887	0.72601	0.657402	
11	2	1.9999	1.99885	1.99403	1.98032	1.95101	1.8985	1.8139	1.68906	1.65175	1.61211	1.57078	1.52511	1.48105	1.43463	1.38608	1.33614	1.28801	1.23897	1.19416	1.14873	1.10299	1.06192	0.912804	0.799945	0.714569	0.65053	
12	2	1.99992	1.99886	1.99394	1.98018	1.95155	1.8977	1.81285	1.68587	1.64765	1.60666	1.56379	1.51869	1.47104	1.42266	1.37323	1.32158	1.2722	1.22399	1.17801	1.13	1.08537	1.0434	0.896958	0.786863	0.706702	0.645106	
13	2	1.9999	1.99885	1.99401	1.98046	1.95121	1.89821	1.81176	1.68414	1.64418	1.60299	1.55845	1.51178	1.46351	1.41317	1.36237	1.30878	1.25977	1.20942	1.16274	1.11482	1.06925	1.02764	0.883221	0.777162	0.699644	0.641428	
14	2	1.99992	1.99883	1.99393	1.98029	1.95116	1.89797	1.81138	1.68126	1.64144	1.59916	1.55374	1.50561	1.45591	1.40501	1.35321	1.29823	1.24883	1.19643	1.1497	1.10178	1.05527	1.01393	0.872369	0.770747	0.696422	0.640493	
15	2	1.99991	1.99885	1.99406	1.98036	1.95133	1.89821	1.81103	1.67949	1.63831	1.59588	1.54974	1.49903	1.44888	1.39623	1.34289	1.28901	1.2372	1.18503	1.13721	1.08906	1.04337	1.00277	0.863386	0.765438	0.693124	0.640153	
16	2	1.99991	1.99889	1.99395	1.98017	1.95144	1.89773	1.81035	1.67827	1.63604	1.59231	1.54508	1.49426	1.44331	1.3901	1.33484	1.28004	1.22697	1.174	1.12806	1.07785	1.0319	0.991686	0.855196	0.761079	0.691118	0.638092	
17	2	1.99992	1.99889	1.99403	1.98022	1.9509	1.89837	1.81043	1.67573	1.6341	1.59019	1.54177	1.48994	1.43785	1.38472	1.32794	1.27219	1.21793	1.16529	1.11785	1.06892	1.02333	0.983646	0.849562	0.756788	0.689074	0.637487	
18	2	1.99993	1.99888	1.994	1.98032	1.95087	1.89877	1.80963	1.6741	1.63152	1.58816	1.53773	1.48649	1.43358	1.37997	1.32069	1.26565	1.20971	1.15611	1.10873	1.05972	1.0156	0.97486	0.844619	0.753718	0.687828	0.637483	
19	2	1.99991	1.99891	1.99399	1.98024	1.95103	1.89831	1.81021	1.67417	1.63069	1.58546	1.53463	1.48333	1.42945	1.37375	1.31409	1.25827	1.20356	1.14923	1.10126	1.0517	1.00859	0.968412	0.840273	0.752724	0.687878	0.636298	
20	2	1.9999	1.9989	1.99408	1.98011	1.95111	1.89862	1.81026	1.67362	1.62895	1.58338	1.53297	1.47951	1.42488	1.36941	1.3085	1.25313	1.19659	1.14195	1.09491	1.0457	1.00174	0.963088	0.837205	0.750689	0.686682	0.635829	
21	2	1.99992	1.99888	1.99402	1.98062	1.95139	1.89907	1.81042	1.67305	1.62801	1.58177	1.5313	1.47632	1.42056	1.36416	1.30283	1.24703	1.19059	1.1352	1.0883	1.03967	0.996534	0.957295	0.83432	0.749222	0.686501	0.637377	
22	2	1.99991	1.99879	1.99413	1.98019	1.95156	1.89903	1.81047	1.67235	1.62673	1.57984	1.52844	1.47356	1.41615	1.35868	1.29859	1.24229	1.18431	1.13062	1.08073	1.03317	0.989814	0.951354	0.832406	0.749292	0.687595	0.636679	
23	2	1.99991	1.99878	1.99415	1.98009	1.95114	1.89867	1.80992	1.67078	1.62535	1.57818	1.52661	1.47078	1.41311	1.35389	1.29361	1.23729	1.17957	1.12374	1.07625	1.02884	0.985739	0.946701	0.829992	0.748417	0.687161	0.636942	
24	2	1.9999	1.99885	1.99405	1.98027	1.95091	1.89846	1.80986	1.66982	1.6246	1.57675	1.52474	1.46808	1.41023	1.35003	1.28991	1.23103	1.17496	1.12003	1.07123	1.02385	0.981375	0.943373	0.826672	0.748273	0.687311	0.636072	
25	2	1.99992	1.99879	1.9941	1.98027	1.95101	1.89813	1.81035	1.66879	1.62419	1.57546	1.52266	1.46498	1.40686	1.34655	1.28537	1.22643	1.17115	1.11562	1.0671	1.02009	0.976991	0.940384	0.825032	0.747939	0.686808	0.636206	
26	2	1.99994	1.99884	1.99404	1.98024	1.95118	1.89839	1.81047	1.66885	1.62352	1.57455	1.5203	1.46319	1.40327	1.34297	1.28221	1.22239	1.16651	1.11138	1.06212	1.01548	0.973357	0.936533	0.824596	0.748192	0.686461	0.636793	
