1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	
2	2	1.99995	1.99927	1.99644	1.98869	1.97414	1.95064	1.91849	1.87376	1.86206	1.84891	1.83801	1.82386	1.81021	1.79631	1.78173	1.76671	1.75111	1.7353	1.71885	1.70473	1.68867	1.6709	1.60566	1.53727	1.46932	1.40445	
3	2	1.99995	1.99891	1.99497	1.98374	1.96279	1.92677	1.87627	1.80977	1.78804	1.76906	1.75078	1.72606	1.70745	1.68459	1.65815	1.63758	1.61454	1.58781	1.56299	1.53884	1.51355	1.48637	1.38614	1.28506	1.18796	1.09446	
4	2	1.99989	1.99882	1.99421	1.98173	1.95702	1.91447	1.85304	1.76994	1.74311	1.72035	1.69639	1.66771	1.64173	1.61227	1.58271	1.55527	1.52252	1.49234	1.45976	1.43147	1.40125	1.36954	1.24559	1.1278	1.01977	0.922111	
5	2	1.9999	1.99886	1.99405	1.98091	1.95405	1.9082	1.83827	1.74429	1.71509	1.68902	1.65969	1.62726	1.59659	1.5644	1.52924	1.49588	1.45842	1.42609	1.38849	1.35566	1.31997	1.28553	1.14805	1.02319	0.913748	0.815648	
6	2	1.9999	1.99887	1.9939	1.98028	1.95282	1.90413	1.83035	1.72763	1.69566	1.66674	1.63496	1.59942	1.56357	1.52952	1.48705	1.45002	1.41253	1.37625	1.33852	1.2992	1.25876	1.2221	1.0794	0.953111	0.842664	0.751807	
7	2	1.99991	1.99873	1.99392	1.98063	1.95236	1.90214	1.82476	1.71517	1.68093	1.64924	1.61606	1.57713	1.53895	1.50032	1.45801	1.41689	1.37701	1.33594	1.29677	1.25591	1.21314	1.17248	1.02581	0.902197	0.796684	0.712273	
8	2	1.99993	1.99887	1.99395	1.98086	1.95147	1.8993	1.82088	1.70622	1.67219	1.63791	1.59927	1.56082	1.52024	1.47782	1.43254	1.39159	1.34816	1.3069	1.26303	1.22054	1.17916	1.1358	0.988225	0.864461	0.763346	0.684381	
9	2	1.99991	1.99885	1.99385	1.98066	1.95109	1.89937	1.81723	1.69874	1.66498	1.62674	1.58961	1.54602	1.50328	1.46101	1.41296	1.36849	1.32506	1.27946	1.23516	1.19182	1.15017	1.10614	0.95477	0.836053	0.739355	0.668787	
10	2	1.99993	1.99882	1.99402	1.98032	1.95163	1.89929	1.81546	1.69376	1.66007	1.61735	1.57861	1.53425	1.49181	1.44471	1.39595	1.34947	1.30642	1.258	1.21259	1.16731	1.12394	1.08097	0.931729	0.81483	0.72418	0.659244	
11	2	1.99991	1.99898	1.9944	1.98018	1.9516	1.89859	1.81474	1.68999	1.6543	1.61237	1.57166	1.52445	1.48188	1.43391	1.38148	1.33486	1.28903	1.24192	1.19257	1.14645	1.10121	1.05985	0.912324	0.798705	0.714898	0.650305	
12	2	1.99993	1.99904	1.99421	1.98011	1.95163	1.89841	1.81308	1.68721	1.65072	1.60458	1.56537	1.51589	1.47091	1.42211	1.37122	1.32052	1.27273	1.22721	1.17662	1.13007	1.08234	1.0434	0.89391	0.787912	0.707625	0.647912	
13	2	1.99992	1.99897	1.99404	1.97989	1.95078	1.89759	1.81384	1.68263	1.64577	1.59908	1.55949	1.50904	1.46206	1.41249	1.36028	1.30892	1.25968	1.21313	1.16026	1.11345	1.06848	1.02656	0.87916	0.778818	0.700309	0.643842	
