2.1	0.999394	0.86793	3.35337e+07
2.11	0.999411	0.863657	3.33467e+07
2.12	0.999245	0.856889	3.29709e+07
2.13	0.999126	0.85011	3.25909e+07
2.14	0.99896	0.842695	3.21623e+07
2.15	0.998812	0.835406	3.17417e+07
2.16	0.998563	0.827379	3.12674e+07
2.17	0.998284	0.817841	3.06803e+07
2.18	0.997411	0.806383	2.99706e+07
2.19	0.997263	0.797478	2.94278e+07
2.2	0.996796	0.785857	2.86989e+07
2.21	0.994809	0.770513	2.77523e+07
2.22	0.993444	0.756828	2.6914e+07
2.23	0.990685	0.736306	2.56495e+07
2.24	0.986399	0.71115	2.41162e+07
2.25	0.981501	0.686278	2.26697e+07
2.26	0.927485	0.600911	1.91949e+07
2.27	0.882375	0.537782	1.66001e+07
2.28	0.830861	0.477093	1.38654e+07
2.29	0.76601	0.415104	1.11917e+07
2.3	0.634095	0.331649	7.90097e+06
2.31	0.565302	0.289263	6.4292e+06
2.32	0.310956	0.22239	4.44518e+06
2.33	0.310468	0.189286	3.09118e+06
2.34	0.291104	0.187639	3.15552e+06
2.35	0.00354833	0.147121	2.12734e+06
2.36	0.115748	0.147154	2.07328e+06
2.37	0.215352	0.12855	1.52325e+06
2.38	0.0935793	0.105768	1.07017e+06
2.39	0.173223	0.11707	1.29318e+06
2.4	0.05005	0.109422	1.16409e+06
2.41	0.0679251	0.0999676	978134
2.42	0.0599837	0.0870228	739034
2.43	0.104944	0.0867366	731980
2.44	-0.00504846	0.0843306	705828
2.45	-0.0946199	0.0773636	597472
2.46	-0.0175754	0.073954	548066
2.47	0.0097234	0.072441	513315
2.48	-0.0437732	0.0715828	514125
2.49	0.0415834	0.0705784	492239
